date (whole day); user1; user2; odd duration (sec); average duration (sec); odd times; average times (sec); floor;zone
02-Jun-16 12:00:00 AM;ncalixto;gcazar;17640;10000;3;;1;4
03-Jun-16 12:00:00 AM;gcazar;ncalixto;55755;7500;4;;1;4
06-Jun-16 12:00:00 AM;gcazar;ncalixto;26070;15000;2;;1;4
07-Jun-16 12:00:00 AM;gcazar;ncalixto;26520;15000;2;;1;4
08-Jun-16 12:00:00 AM;gcazar;ncalixto;25500;15000;2;;1;4
09-Jun-16 12:00:00 AM;ncalixto;gcazar;25530;15000;2;;1;4
10-Jun-16 12:00:00 AM;gcazar;ncalixto;111960;15000;2;;1;4
31-May-16 12:00:00 AM;ncalixto;knielson;25860;14340;2;;1;4
01-Jun-16 12:00:00 AM;knielson;ncalixto;26370;14340;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;knielson;25950;14340;2;;1;4
03-Jun-16 12:00:00 AM;ncalixto;knielson;112470;14340;2;;1;4
06-Jun-16 12:00:00 AM;ncalixto;knielson;25170;14340;2;;1;4
07-Jun-16 12:00:00 AM;knielson;ncalixto;26280;14340;2;;1;4
08-Jun-16 12:00:00 AM;knielson;ncalixto;25500;14340;2;;1;4
09-Jun-16 12:00:00 AM;ncalixto;knielson;16760;9560;3;;1;4
10-Jun-16 12:00:00 AM;knielson;ncalixto;56235;7170;4;;1;4
31-May-16 12:00:00 AM;jholly;ncalixto;17520;13760;3;;1;4
01-Jun-16 12:00:00 AM;jholly;ncalixto;35160;13760;3;;1;4
02-Jun-16 12:00:00 AM;ncalixto;jholly;26280;20640;2;;1;4
03-Jun-16 12:00:00 AM;ncalixto;jholly;112890;20640;2;;1;4
06-Jun-16 12:00:00 AM;jholly;ncalixto;26070;20640;2;;1;4
07-Jun-16 12:00:00 AM;ncalixto;jholly;26340;20640;2;;1;4
08-Jun-16 12:00:00 AM;jholly;ncalixto;25500;20640;2;;1;4
09-Jun-16 12:00:00 AM;jholly;ncalixto;16560;13760;3;;1;4
10-Jun-16 12:00:00 AM;ncalixto;jholly;112200;20640;2;;1;4
31-May-16 12:00:00 AM;ncalixto;acalzas;26070;11880;2;;1;4
01-Jun-16 12:00:00 AM;ncalixto;acalzas;25890;11880;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;acalzas;26280;11880;2;;1;4
03-Jun-16 12:00:00 AM;acalzas;ncalixto;55875;5940;4;;1;4
06-Jun-16 12:00:00 AM;ncalixto;acalzas;25320;11880;2;;1;4
07-Jun-16 12:00:00 AM;acalzas;ncalixto;26460;11880;2;;1;4
08-Jun-16 12:00:00 AM;acalzas;ncalixto;25500;11880;2;;1;4
09-Jun-16 12:00:00 AM;ncalixto;acalzas;26250;11880;2;;1;4
10-Jun-16 12:00:00 AM;acalzas;ncalixto;111960;11880;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;ncalixto;34670;7340;6;;1;4
10-Jun-16 12:00:00 AM;vawelon;ncalixto;51645;11010;4;;1;4
31-May-16 12:00:00 AM;ncalixto;hmies;26250;14325;4;;1;4
01-Jun-16 12:00:00 AM;ncalixto;hmies;25410;14325;4;;1;4
02-Jun-16 12:00:00 AM;ncalixto;hmies;25710;14325;4;;1;4
03-Jun-16 12:00:00 AM;hmies;ncalixto;112950;14325;4;;1;4
06-Jun-16 12:00:00 AM;hmies;ncalixto;34680;9550;6;;1;4
07-Jun-16 12:00:00 AM;hmies;ncalixto;35340;9550;6;;1;4
08-Jun-16 12:00:00 AM;hmies;ncalixto;25500;14325;4;;1;4
09-Jun-16 12:00:00 AM;ncalixto;hmies;17480;9550;6;;1;4
10-Jun-16 12:00:00 AM;hmies;ncalixto;44856;5730;10;;1;4
31-May-16 12:00:00 AM;ncalixto;ostrum;25830;19890;2;;1;4
01-Jun-16 12:00:00 AM;ncalixto;ostrum;24870;19890;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;ostrum;46400;6630;6;;1;4
06-Jun-16 12:00:00 AM;ostrum;ncalixto;12000;9945;4;;1;4
07-Jun-16 12:00:00 AM;ncalixto;ostrum;24840;19890;2;;1;4
08-Jun-16 12:00:00 AM;ncalixto;ostrum;24600;19890;2;;1;4
09-Jun-16 12:00:00 AM;ostrum;ncalixto;12915;9945;4;;1;4
10-Jun-16 12:00:00 AM;ostrum;ncalixto;42060;7956;5;;1;4
31-May-16 12:00:00 AM;ncalixto;fmata;25920;14220;2;;1;4
01-Jun-16 12:00:00 AM;ncalixto;fmata;26100;14220;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;fmata;26580;14220;2;;1;4
03-Jun-16 12:00:00 AM;ncalixto;fmata;111660;14220;2;;1;4
06-Jun-16 12:00:00 AM;ncalixto;fmata;25620;14220;2;;1;4
07-Jun-16 12:00:00 AM;ncalixto;fmata;25800;14220;2;;1;4
08-Jun-16 12:00:00 AM;fmata;ncalixto;25500;14220;2;;1;4
09-Jun-16 12:00:00 AM;ncalixto;fmata;25530;14220;2;;1;4
10-Jun-16 12:00:00 AM;fmata;ncalixto;55980;7110;4;;1;4
31-May-16 12:00:00 AM;ncalixto;eklinger;25350;14460;2;;1;4
01-Jun-16 12:00:00 AM;ncalixto;eklinger;25260;14460;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;eklinger;25470;14460;2;;1;4
03-Jun-16 12:00:00 AM;ncalixto;eklinger;111990;14460;2;;1;4
06-Jun-16 12:00:00 AM;ncalixto;eklinger;24810;14460;2;;1;4
07-Jun-16 12:00:00 AM;ncalixto;eklinger;25380;14460;2;;1;4
08-Jun-16 12:00:00 AM;ncalixto;eklinger;24930;14460;2;;1;4
09-Jun-16 12:00:00 AM;ncalixto;eklinger;24780;14460;2;;1;4
10-Jun-16 12:00:00 AM;ncalixto;eklinger;111660;14460;2;;1;4
31-May-16 12:00:00 AM;ncalixto;thagan;25500;12780;2;;1;4
01-Jun-16 12:00:00 AM;ncalixto;thagan;25740;12780;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;thagan;25590;12780;2;;1;4
03-Jun-16 12:00:00 AM;ncalixto;thagan;112140;12780;2;;1;4
06-Jun-16 12:00:00 AM;ncalixto;thagan;25380;12780;2;;1;4
07-Jun-16 12:00:00 AM;ncalixto;thagan;26190;12780;2;;1;4
08-Jun-16 12:00:00 AM;thagan;ncalixto;25500;12780;2;;1;4
09-Jun-16 12:00:00 AM;ncalixto;thagan;25680;12780;2;;1;4
10-Jun-16 12:00:00 AM;ncalixto;thagan;111810;12780;2;;1;4
31-May-16 12:00:00 AM;ncalixto;sparrino;25500;14160;2;;1;4
01-Jun-16 12:00:00 AM;ncalixto;sparrino;25680;14160;2;;1;4
02-Jun-16 12:00:00 AM;ncalixto;sparrino;26010;14160;2;;1;4
03-Jun-16 12:00:00 AM;sparrino;ncalixto;55800;7080;4;;1;4
06-Jun-16 12:00:00 AM;ncalixto;sparrino;25230;14160;2;;1;4
07-Jun-16 12:00:00 AM;ncalixto;sparrino;25170;14160;2;;1;4
08-Jun-16 12:00:00 AM;sparrino;ncalixto;12780;7080;4;;1;4
09-Jun-16 12:00:00 AM;ncalixto;sparrino;25650;14160;2;;1;4
10-Jun-16 12:00:00 AM;sparrino;ncalixto;112140;14160;2;;1;4
31-May-16 12:00:00 AM;tseifert;jsanjorge;23370;22020;2;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;tseifert;13470;11010;4;;1;4
02-Jun-16 12:00:00 AM;tseifert;jsanjorge;24210;22020;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;tseifert;111720;22020;2;;1;4
06-Jun-16 12:00:00 AM;tseifert;jsanjorge;24090;22020;2;;1;4
07-Jun-16 12:00:00 AM;tseifert;jsanjorge;24720;22020;2;;1;4
08-Jun-16 12:00:00 AM;tseifert;jsanjorge;23370;22020;2;;1;4
09-Jun-16 12:00:00 AM;tseifert;jsanjorge;23880;22020;2;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;tseifert;111780;22020;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;epavone;111570;30990;2;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;epavone;111570;30990;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;iborrasca;74460;26220;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;iborrasca;112140;39330;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;hblue;73720;19000;3;;1;4
07-Jun-16 12:00:00 AM;jsanjorge;hblue;24720;14250;4;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;hblue;112470;28500;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;emintz;74400;22380;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;emintz;74400;22380;3;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;ldedos;74340;29040;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;ldedos;74040;29040;3;;1;4
31-May-16 12:00:00 AM;slea;jsanjorge;29565;22665;4;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;slea;56505;22665;4;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;slea;111420;45330;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;cmorluniau;37100;11910;6;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;cmorluniau;55695;17865;4;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;lorosco;12585;12180;4;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;lorosco;109800;24360;2;;1;4
07-Jun-16 12:00:00 AM;jsanjorge;lorosco;24660;24360;2;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;lorosco;111570;24360;2;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;ibarranco;14250;11955;4;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;ibarranco;118770;23910;2;;1;4
06-Jun-16 12:00:00 AM;ibarranco;jsanjorge;24090;23910;2;;1;4
07-Jun-16 12:00:00 AM;jsanjorge;ibarranco;15075;11955;4;;1;4
09-Jun-16 12:00:00 AM;ibarranco;jsanjorge;71325;11955;4;;1;4
31-May-16 12:00:00 AM;lalcazar;jsanjorge;23370;20190;2;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;lalcazar;7440;5768;7;;1;4
02-Jun-16 12:00:00 AM;lalcazar;jsanjorge;24210;20190;2;;1;4
06-Jun-16 12:00:00 AM;lalcazar;jsanjorge;24090;20190;2;;1;4
07-Jun-16 12:00:00 AM;jsanjorge;lalcazar;12360;10095;4;;1;4
08-Jun-16 12:00:00 AM;lalcazar;jsanjorge;23370;20190;2;;1;4
09-Jun-16 12:00:00 AM;jsanjorge;lalcazar;15940;13460;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;lalcazar;44856;8076;5;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;aribera;13455;12795;4;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;aribera;113310;25590;2;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;aribera;112920;25590;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;gcazar;74000;18720;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;gcazar;112020;28080;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;knielson;74340;18760;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;knielson;111660;28140;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;jholly;111570;43830;2;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;jholly;111210;43830;2;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;acalzas;55575;19665;4;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;acalzas;112080;39330;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;jsanjorge;224640;81480;1;;1;4
10-Jun-16 12:00:00 AM;vawelon;jsanjorge;221100;81480;1;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;hmies;56100;21795;8;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;hmies;111150;43590;4;;1;4
31-May-16 12:00:00 AM;ostrum;jsanjorge;23370;17010;2;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;ostrum;27450;17010;2;;1;4
02-Jun-16 12:00:00 AM;ostrum;jsanjorge;72390;8505;4;;1;4
06-Jun-16 12:00:00 AM;jsanjorge;ostrum;23940;17010;2;;1;4
07-Jun-16 12:00:00 AM;jsanjorge;ostrum;11865;8505;4;;1;4
08-Jun-16 12:00:00 AM;ostrum;jsanjorge;23370;17010;2;;1;4
09-Jun-16 12:00:00 AM;ostrum;jsanjorge;10620;6804;5;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;ostrum;29897;4860;7;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;fmata;74140;20120;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;fmata;111960;30180;2;;1;4
01-Jun-16 12:00:00 AM;jsanjorge;eklinger;9000;8880;6;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;eklinger;55350;13320;4;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;eklinger;73800;17760;3;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;thagan;74100;26160;3;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;thagan;74240;26160;3;;1;4
03-Jun-16 12:00:00 AM;jsanjorge;sparrino;55545;15090;4;;1;4
10-Jun-16 12:00:00 AM;jsanjorge;sparrino;74400;20120;3;;1;4
31-May-16 12:00:00 AM;tseifert;epavone;26820;18540;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;epavone;26400;18540;2;;1;4
02-Jun-16 12:00:00 AM;epavone;tseifert;26820;18540;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;epavone;75580;12360;3;;1;4
06-Jun-16 12:00:00 AM;epavone;tseifert;10788;7416;5;;1;4
07-Jun-16 12:00:00 AM;epavone;tseifert;13410;9270;4;;1;4
08-Jun-16 12:00:00 AM;epavone;tseifert;26880;18540;2;;1;4
09-Jun-16 12:00:00 AM;epavone;tseifert;26970;18540;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;epavone;112500;18540;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;iborrasca;112350;40620;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;tseifert;112710;40620;2;;1;4
31-May-16 12:00:00 AM;tseifert;hblue;26670;20220;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;hblue;35900;13480;3;;1;4
02-Jun-16 12:00:00 AM;hblue;tseifert;26580;20220;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;hblue;74920;13480;3;;1;4
06-Jun-16 12:00:00 AM;hblue;tseifert;13470;10110;4;;1;4
07-Jun-16 12:00:00 AM;tseifert;hblue;26880;20220;2;;1;4
08-Jun-16 12:00:00 AM;tseifert;hblue;26700;20220;2;;1;4
09-Jun-16 12:00:00 AM;hblue;tseifert;26970;20220;2;;1;4
10-Jun-16 12:00:00 AM;hblue;tseifert;113160;20220;2;;1;4
31-May-16 12:00:00 AM;emintz;tseifert;27000;15870;2;;1;4
01-Jun-16 12:00:00 AM;emintz;tseifert;26940;15870;2;;1;4
02-Jun-16 12:00:00 AM;emintz;tseifert;25560;15870;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;emintz;113400;15870;2;;1;4
06-Jun-16 12:00:00 AM;emintz;tseifert;26910;7935;4;;1;4
07-Jun-16 12:00:00 AM;emintz;tseifert;13605;7935;4;;1;4
08-Jun-16 12:00:00 AM;emintz;tseifert;26880;15870;2;;1;4
09-Jun-16 12:00:00 AM;emintz;tseifert;25590;15870;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;emintz;75580;10580;3;;1;4
03-Jun-16 12:00:00 AM;tseifert;ldedos;112050;40560;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;ldedos;111810;40560;2;;1;4
31-May-16 12:00:00 AM;tseifert;slea;35620;27520;3;;1;4
03-Jun-16 12:00:00 AM;tseifert;slea;113070;41280;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;slea;112980;41280;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;cmorluniau;112410;33930;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;cmorluniau;111840;33930;2;;1;4
31-May-16 12:00:00 AM;lorosco;tseifert;27000;22050;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;lorosco;25140;22050;2;;1;4
02-Jun-16 12:00:00 AM;lorosco;tseifert;26040;22050;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;lorosco;111630;22050;2;;1;4
06-Jun-16 12:00:00 AM;lorosco;tseifert;16740;14700;3;;1;4
07-Jun-16 12:00:00 AM;lorosco;tseifert;17920;14700;3;;1;4
08-Jun-16 12:00:00 AM;tseifert;lorosco;9588;8820;5;;3;4
08-Jun-16 12:00:00 AM;tseifert;lorosco;16880;14700;3;;1;4
09-Jun-16 12:00:00 AM;lorosco;tseifert;27000;22050;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;lorosco;112620;22050;2;;1;4
31-May-16 12:00:00 AM;tseifert;ibarranco;24270;21690;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;ibarranco;25620;21690;2;;1;4
02-Jun-16 12:00:00 AM;tseifert;ibarranco;25080;21690;2;;1;4
03-Jun-16 12:00:00 AM;ibarranco;tseifert;113550;21690;2;;1;4
06-Jun-16 12:00:00 AM;tseifert;ibarranco;26550;21690;2;;1;4
07-Jun-16 12:00:00 AM;ibarranco;tseifert;27150;21690;2;;1;4
08-Jun-16 12:00:00 AM;ibarranco;tseifert;26880;21690;2;;1;4
09-Jun-16 12:00:00 AM;tseifert;ibarranco;93060;14460;3;;1;4
31-May-16 12:00:00 AM;tseifert;lalcazar;26010;15510;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;lalcazar;25710;15510;2;;1;4
02-Jun-16 12:00:00 AM;lalcazar;tseifert;26460;15510;2;;1;4
06-Jun-16 12:00:00 AM;tseifert;lalcazar;25710;15510;2;;1;4
07-Jun-16 12:00:00 AM;tseifert;lalcazar;26310;15510;2;;1;4
08-Jun-16 12:00:00 AM;tseifert;lalcazar;25950;15510;2;;1;4
09-Jun-16 12:00:00 AM;lalcazar;tseifert;25800;15510;2;;1;4
10-Jun-16 12:00:00 AM;lalcazar;tseifert;112470;15510;2;;1;4
31-May-16 12:00:00 AM;aribera;tseifert;13410;9120;4;;1;4
01-Jun-16 12:00:00 AM;tseifert;aribera;26850;18240;2;;1;4
02-Jun-16 12:00:00 AM;aribera;tseifert;26820;18240;2;;1;4
03-Jun-16 12:00:00 AM;aribera;tseifert;75680;12160;3;;1;4
06-Jun-16 12:00:00 AM;aribera;tseifert;10788;7296;5;;1;4
07-Jun-16 12:00:00 AM;aribera;tseifert;13470;9120;4;;1;4
08-Jun-16 12:00:00 AM;aribera;tseifert;26880;18240;2;;1;4
09-Jun-16 12:00:00 AM;aribera;tseifert;26640;18240;2;;1;4
10-Jun-16 12:00:00 AM;aribera;tseifert;75720;12160;3;;1;4
31-May-16 12:00:00 AM;tseifert;gcazar;26070;21480;2;;1;4
01-Jun-16 12:00:00 AM;gcazar;tseifert;26520;21480;2;;1;4
02-Jun-16 12:00:00 AM;gcazar;tseifert;26310;21480;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;gcazar;111450;21480;2;;1;4
06-Jun-16 12:00:00 AM;gcazar;tseifert;26370;21480;2;;1;4
07-Jun-16 12:00:00 AM;gcazar;tseifert;26640;21480;2;;1;4
08-Jun-16 12:00:00 AM;gcazar;tseifert;26190;21480;2;;1;4
09-Jun-16 12:00:00 AM;tseifert;gcazar;26250;21480;2;;1;4
10-Jun-16 12:00:00 AM;gcazar;tseifert;112260;21480;2;;1;4
31-May-16 12:00:00 AM;tseifert;knielson;25860;21390;2;;1;4
01-Jun-16 12:00:00 AM;knielson;tseifert;26430;21390;2;;1;4
02-Jun-16 12:00:00 AM;tseifert;knielson;26070;21390;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;knielson;112470;21390;2;;1;4
06-Jun-16 12:00:00 AM;tseifert;knielson;25530;21390;2;;1;4
07-Jun-16 12:00:00 AM;knielson;tseifert;26280;21390;2;;1;4
08-Jun-16 12:00:00 AM;tseifert;knielson;25680;21390;2;;1;4
09-Jun-16 12:00:00 AM;tseifert;knielson;25140;21390;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;knielson;112740;21390;2;;1;4
31-May-16 12:00:00 AM;tseifert;jholly;26820;23340;2;;1;4
01-Jun-16 12:00:00 AM;jholly;tseifert;17940;15560;3;;1;4
02-Jun-16 12:00:00 AM;jholly;tseifert;7671;6668;7;;1;4
03-Jun-16 12:00:00 AM;jholly;tseifert;45348;9336;5;;1;4
06-Jun-16 12:00:00 AM;jholly;tseifert;13275;11670;4;;1;4
07-Jun-16 12:00:00 AM;tseifert;jholly;26910;23340;2;;1;4
08-Jun-16 12:00:00 AM;jholly;tseifert;13440;11670;4;;1;4
09-Jun-16 12:00:00 AM;tseifert;jholly;25800;23340;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;jholly;75340;15560;3;;1;4
03-Jun-16 12:00:00 AM;tseifert;acalzas;111750;40740;2;;1;4
10-Jun-16 12:00:00 AM;acalzas;tseifert;112260;40740;2;;1;4
03-Jun-16 12:00:00 AM;vawelon;tseifert;52095;18450;4;;1;4
10-Jun-16 12:00:00 AM;vawelon;tseifert;69080;24600;3;;1;4
03-Jun-16 12:00:00 AM;hmies;tseifert;112680;36945;4;;1;4
10-Jun-16 12:00:00 AM;tseifert;hmies;112500;36945;4;;1;4
31-May-16 12:00:00 AM;tseifert;ostrum;26370;16920;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;ostrum;25620;16920;2;;1;4
02-Jun-16 12:00:00 AM;tseifert;ostrum;92940;11280;3;;1;4
06-Jun-16 12:00:00 AM;tseifert;ostrum;16780;11280;3;;1;4
07-Jun-16 12:00:00 AM;tseifert;ostrum;12765;8460;4;;1;4
08-Jun-16 12:00:00 AM;tseifert;ostrum;25140;16920;2;;1;4
09-Jun-16 12:00:00 AM;ostrum;tseifert;16780;11280;3;;1;4
10-Jun-16 12:00:00 AM;tseifert;ostrum;52680;8460;4;;1;4
31-May-16 12:00:00 AM;tseifert;fmata;26070;21420;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;fmata;26160;21420;2;;1;4
02-Jun-16 12:00:00 AM;fmata;tseifert;26340;21420;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;fmata;111660;21420;2;;1;4
06-Jun-16 12:00:00 AM;tseifert;fmata;26400;21420;2;;1;4
07-Jun-16 12:00:00 AM;tseifert;fmata;25980;21420;2;;1;4
08-Jun-16 12:00:00 AM;fmata;tseifert;26220;21420;2;;1;4
09-Jun-16 12:00:00 AM;tseifert;fmata;25650;21420;2;;1;4
10-Jun-16 12:00:00 AM;fmata;tseifert;112260;21420;2;;1;4
31-May-16 12:00:00 AM;tseifert;eklinger;25890;18660;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;eklinger;26010;18660;2;;1;4
02-Jun-16 12:00:00 AM;tseifert;eklinger;25980;18660;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;eklinger;112500;18660;2;;1;4
06-Jun-16 12:00:00 AM;eklinger;tseifert;13065;9330;4;;1;4
07-Jun-16 12:00:00 AM;tseifert;eklinger;26010;18660;2;;1;4
08-Jun-16 12:00:00 AM;tseifert;eklinger;26040;18660;2;;1;4
09-Jun-16 12:00:00 AM;tseifert;eklinger;26130;18660;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;eklinger;112500;18660;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;thagan;112140;40470;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;thagan;111810;40470;2;;1;4
31-May-16 12:00:00 AM;tseifert;sparrino;25500;21300;2;;1;4
01-Jun-16 12:00:00 AM;tseifert;sparrino;25920;21300;2;;1;4
02-Jun-16 12:00:00 AM;tseifert;sparrino;26010;21300;2;;1;4
03-Jun-16 12:00:00 AM;tseifert;sparrino;111600;21300;2;;1;4
06-Jun-16 12:00:00 AM;tseifert;sparrino;25920;21300;2;;1;4
07-Jun-16 12:00:00 AM;tseifert;sparrino;25170;21300;2;;1;4
08-Jun-16 12:00:00 AM;tseifert;sparrino;26400;21300;2;;1;4
09-Jun-16 12:00:00 AM;sparrino;tseifert;25890;21300;2;;1;4
10-Jun-16 12:00:00 AM;tseifert;sparrino;112230;21300;2;;1;4
03-Jun-16 12:00:00 AM;iborrasca;epavone;112260;36900;2;;1;4
10-Jun-16 12:00:00 AM;iborrasca;epavone;74980;24600;3;;1;4
31-May-16 12:00:00 AM;epavone;hblue;26910;22500;2;;1;4
01-Jun-16 12:00:00 AM;hblue;epavone;26400;22500;2;;1;4
02-Jun-16 12:00:00 AM;epavone;hblue;35500;15000;3;;1;4
03-Jun-16 12:00:00 AM;epavone;hblue;74920;15000;3;;1;4
06-Jun-16 12:00:00 AM;hblue;epavone;13470;11250;4;;1;4
07-Jun-16 12:00:00 AM;hblue;epavone;26760;22500;2;;1;4
08-Jun-16 12:00:00 AM;epavone;hblue;26760;22500;2;;1;4
09-Jun-16 12:00:00 AM;epavone;hblue;17980;15000;3;;1;4
10-Jun-16 12:00:00 AM;hblue;epavone;56280;11250;4;;1;4
03-Jun-16 12:00:00 AM;epavone;emintz;151180;18620;3;;1;4
10-Jun-16 12:00:00 AM;emintz;epavone;149980;18620;3;;1;4
03-Jun-16 12:00:00 AM;epavone;ldedos;112050;40590;2;;1;4
10-Jun-16 12:00:00 AM;epavone;ldedos;111810;40590;2;;1;4
31-May-16 12:00:00 AM;epavone;slea;35500;24960;3;;1;4
03-Jun-16 12:00:00 AM;epavone;slea;113070;37440;2;;1;4
10-Jun-16 12:00:00 AM;epavone;slea;112350;37440;2;;1;4
03-Jun-16 12:00:00 AM;epavone;cmorluniau;112410;40740;2;;1;4
10-Jun-16 12:00:00 AM;epavone;cmorluniau;111840;40740;2;;1;4
31-May-16 12:00:00 AM;lorosco;epavone;27060;26340;2;;1;4
02-Jun-16 12:00:00 AM;epavone;lorosco;26100;13170;4;;1;4
03-Jun-16 12:00:00 AM;epavone;lorosco;111630;26340;2;;1;4
07-Jun-16 12:00:00 AM;lorosco;epavone;21396;10536;5;;1;4
08-Jun-16 12:00:00 AM;epavone;lorosco;25380;13170;4;;1;4
09-Jun-16 12:00:00 AM;lorosco;epavone;18540;17560;3;;1;4
10-Jun-16 12:00:00 AM;epavone;lorosco;149980;17560;3;;1;4
31-May-16 12:00:00 AM;epavone;ibarranco;24270;23820;2;;1;4
01-Jun-16 12:00:00 AM;epavone;ibarranco;12960;11910;4;;1;4
02-Jun-16 12:00:00 AM;epavone;ibarranco;25200;23820;2;;1;4
03-Jun-16 12:00:00 AM;ibarranco;epavone;113400;23820;2;;1;4
06-Jun-16 12:00:00 AM;ibarranco;epavone;13305;11910;4;;1;4
07-Jun-16 12:00:00 AM;ibarranco;epavone;13620;11910;4;;1;4
08-Jun-16 12:00:00 AM;ibarranco;epavone;35940;15880;3;;1;4
09-Jun-16 12:00:00 AM;epavone;ibarranco;69300;11910;4;;1;4
31-May-16 12:00:00 AM;epavone;lalcazar;26010;15510;2;;1;4
01-Jun-16 12:00:00 AM;lalcazar;epavone;25650;15510;2;;1;4
02-Jun-16 12:00:00 AM;lalcazar;epavone;26520;15510;2;;1;4
06-Jun-16 12:00:00 AM;epavone;lalcazar;25710;15510;2;;1;4
07-Jun-16 12:00:00 AM;lalcazar;epavone;26070;15510;2;;1;4
08-Jun-16 12:00:00 AM;epavone;lalcazar;25950;15510;2;;1;4
09-Jun-16 12:00:00 AM;epavone;lalcazar;26310;15510;2;;1;4
10-Jun-16 12:00:00 AM;lalcazar;epavone;112260;15510;2;;1;4
31-May-16 12:00:00 AM;epavone;aribera;35820;13420;3;;1;4
